,ppreg4,ppmarit5,ppeducat,D1G,SL1,ppemploy,ED5,SL7,B10,ppagecat,ppgender,ppethm
302,West,Now married,College's degree,No,No,Working full-time,About the same,No,8,55-64,Female,White
303,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,10 - Completely satisfied,45-54,Female,White
304,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,4,75+,Male,White
305,Midwest,Now married,High school graduate,No,No,Not working,No response,No,8,65-74,Male,White
306,Midwest,Widowed,High school graduate,No,No,Not working,No response,No,9,65-74,Female,White
307,West,Now married,High school graduate,No,No,Not working,Financial benefits are somewhat larger,No,7,65-74,Male,White
308,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,6,45-54,Male,White
309,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,9,75+,Male,White
310,Northeast,Never married,Bachelor's degree or higher,No,No,Not working,No response,Yes,3,55-64,Female,White
311,Midwest,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,9,65-74,Male,White
312,Northeast,Now married,No high school diploma,No,No,Not working,No response,No,5,65-74,Female,Hispanic
313,West,Never married,Bachelor's degree or higher,No,No,Not working,No response,No,5,55-64,Female,White
314,Northeast,Now married,College's degree,No,No,Working part-time,Financial benefits are somewhat larger,No,5,55-64,Female,White
315,West,Never married,Bachelor's degree or higher,"Yes, as a full-time student",Yes,Not working,No response,No response,8,25-34,Female,White
316,Northeast,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,65-74,Female,White
317,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,65-74,Male,Black
318,West,Divorced,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,8,65-74,Female,White
319,South,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,9,75+,Female,White
320,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,35-44,Male,Black
321,Midwest,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,5,25-34,Male,White
322,Northeast,Now married,College's degree,No,No,Working full-time,Financial costs are much larger,No,3,65-74,Female,White
323,Midwest,Now married,High school graduate,No,No,Not working,No response,No,8,65-74,Female,White
324,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,4,75+,Male,White
325,South,Now married,College's degree,No,No,Working full-time,Financial benefits are somewhat larger,No,8,65-74,Female,White
326,Midwest,Now married,High school graduate,No,No,Not working,No response,Yes,5,65-74,Male,White
327,West,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,8,55-64,Male,White
328,Northeast,Divorced,No high school diploma,"Yes, as a part-time student",Yes,Working part-time,Financial benefits are much larger,No response,5,55-64,Male,Hispanic
329,South,Now married,No high school diploma,No,No,Not working,Financial costs are much larger,No,5,65-74,Male,White
330,South,Now married,College's degree,No,No,Not working,No response,No,3,55-64,Male,White
331,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,75+,Male,White
332,West,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,Yes,8,65-74,Male,White
333,Northeast,Never married,College's degree,No,Yes,Working full-time,Financial costs are much larger,No response,5,25-34,Male,Black
334,Midwest,Never married,College's degree,No,No,Working full-time,No response,Yes,6,45-54,Female,White
335,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,35-44,Male,Black
336,South,Widowed,No high school diploma,No,No,Not working,No response,No,7,65-74,Female,Hispanic
337,South,Now married,High school graduate,No,No,Working full-time,No response,No,8,45-54,Male,White
338,West,Widowed,High school graduate,No,No,Not working,No response,No,10 - Completely satisfied,75+,Female,White
339,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,45-54,Female,White
340,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,25-34,Male,White
341,West,Now married,No high school diploma,No,No,Working full-time,About the same,No,5,45-54,Male,Hispanic
342,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,3,45-54,Female,White
343,Midwest,Now married,College's degree,No,No,Working full-time,Financial costs are somewhat larger,No,7,35-44,Female,White
344,South,Now married,High school graduate,No,No,Not working,No response,No,4,75+,Female,Other
345,Midwest,Never married,No high school diploma,No,No,Working full-time,No response,No,3,55-64,Female,White
346,South,Now married,College's degree,No,No,Working full-time,No response,Yes,6,55-64,Male,White
347,Northeast,Now married,High school graduate,No,No,Not working,No response,No,3,75+,Female,White
348,Midwest,Now married,High school graduate,No,No,Not working,No response,No,10 - Completely satisfied,65-74,Female,White
349,South,Now married,High school graduate,No,No,Not working,No response,No,7,65-74,Male,White
350,Midwest,Widowed,High school graduate,No,No,Not working,No response,No,8,65-74,Female,White
351,Northeast,Now married,High school graduate,No,No,Working full-time,About the same,No,3,25-34,Male,White
352,Midwest,Divorced,High school graduate,No,No,Not working,No response,No,8,65-74,Female,White
353,Northeast,Now married,College's degree,No,No,Not working,No response,No,3,65-74,Male,White
354,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,7,45-54,Male,Black
355,Midwest,Now married,No high school diploma,No,No,Not working,No response,No,3,65-74,Male,White
356,Northeast,Now married,High school graduate,No,No,Not working,No response,No,6,65-74,Female,White
357,South,Now married,High school graduate,No,No,Working full-time,No response,No,3,25-34,Male,White
358,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,75+,Male,White
359,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Male,White
360,West,Never married,High school graduate,No,No,Working part-time,No response,No,6,18-24,Female,White
361,Midwest,Never married,No high school diploma,No,No,Not working,No response,No,4,45-54,Male,Other
362,Northeast,Never married,High school graduate,No,No,Working full-time,No response,Yes,8,45-54,Male,Black
363,Midwest,Now married,High school graduate,No,No,Not working,No response,No,5,75+,Female,White
364,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,10 - Completely satisfied,75+,Female,White
365,South,Now married,College's degree,No,No,Not working,Financial benefits are somewhat larger,No,6,75+,Male,White
366,Northeast,Now married,College's degree,No,No,Not working,Financial costs are somewhat larger,Yes,5,55-64,Male,White
367,West,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,55-64,Male,Hispanic
368,West,Never married,High school graduate,No,No,Not working,No response,No,8,35-44,Male,Black
369,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,9,65-74,Female,Black
370,South,Now married,High school graduate,No,No,Not working,No response,No,9,55-64,Female,White
371,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,10 - Completely satisfied,55-64,Male,White
372,South,Now married,College's degree,No,No,Not working,Financial benefits are much larger,No,9,75+,Female,White
373,Midwest,Never married,College's degree,No,No,Working full-time,Financial costs are somewhat larger,No,7,55-64,Male,White
374,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,9,55-64,Male,White
375,Northeast,Now married,No high school diploma,No,No,Not working,No response,No,9,55-64,Female,White
376,Midwest,Never married,Bachelor's degree or higher,"Yes, as a part-time student",Yes,Working part-time,No response,No response,8,25-34,Male,White
377,South,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,55-64,Male,White
378,Northeast,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,75+,Female,Black
379,West,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,8,45-54,Male,Hispanic
380,South,Now married,High school graduate,No,No,Not working,No response,No,8,55-64,Female,White
381,West,Now married,High school graduate,No,No,Working full-time,No response,No,8,55-64,Female,White
382,South,Divorced,College's degree,No,Yes,Working full-time,No response,No response,7,55-64,Female,White
383,Midwest,Divorced,College's degree,No,No,Working full-time,Financial benefits are much larger,No,7,55-64,Female,White
384,West,Widowed,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,3,75+,Female,White
385,West,Never married,High school graduate,No,No,Working full-time,No response,No,6,45-54,Male,White
386,Midwest,Now married,High school graduate,No,No,Not working,No response,No,8,75+,Male,White
387,Midwest,Now married,College's degree,No,Yes,Working full-time,No response,No response,5,45-54,Female,White
388,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,55-64,Female,Hispanic
389,Midwest,Now married,College's degree,No,No,Working part-time,Financial benefits are much larger,No,8,35-44,Female,White
390,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,7,65-74,Male,White
391,West,Divorced,Bachelor's degree or higher,No,Yes,Working part-time,No response,No response,8,65-74,Male,White
392,South,Never married,Bachelor's degree or higher,No,No,Working full-time,No response,No,4,25-34,Male,White
393,Northeast,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Male,White
394,Northeast,Now married,College's degree,No,No,Not working,No response,No,9,75+,Female,White
395,West,Divorced,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,6,45-54,Male,White
396,South,Now married,College's degree,No,No,Not working,No response,No,5,65-74,Female,White
397,South,Never married,College's degree,No,No,Working full-time,No response,No,7,25-34,Female,White
398,West,Now married,College's degree,No,No,Not working,No response,No,4,75+,Male,Other
399,Northeast,Now married,College's degree,No,No,Working full-time,No response,No,7,55-64,Male,White
400,South,Widowed,Bachelor's degree or higher,No,No,Working full-time,No response,No,6,55-64,Male,White
401,West,Now married,College's degree,No,No,Working part-time,About the same,Yes,7,55-64,Male,White
402,Midwest,Now married,Bachelor's degree or higher,No,No,Working part-time,No response,No,8,65-74,Female,White
403,South,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,35-44,Female,White
404,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,Yes,4,45-54,Female,White
405,West,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,75+,Female,White
406,South,Now married,High school graduate,No,No,Working full-time,Financial costs are much larger,No,6,55-64,Male,Other
407,South,Now married,High school graduate,No,No,Working part-time,About the same,Yes,7,45-54,Female,Black
408,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,No,8,65-74,Male,Black
409,South,Now married,Bachelor's degree or higher,No,Yes,Working full-time,No response,No response,7,35-44,Female,White
410,Northeast,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,1,55-64,Female,White
411,Midwest,Never married,No high school diploma,No,No,Working part-time,No response,No,4,45-54,Male,Hispanic
412,Midwest,Now married,Bachelor's degree or higher,No,No,Working full-time,No response,No,8,45-54,Male,White
413,South,Divorced,Bachelor's degree or higher,No,No,Not working,No response,No,7,65-74,Female,White
414,Midwest,Now married,Bachelor's degree or higher,No,No,Not working,No response,Yes,4,75+,Male,White
